"event","top_inning","batter_name","date"
"Strikeout","Y","Shin-Soo Choo","2012-06-25"
"Strikeout","N","Curtis Granderson","2012-06-25"
"Flyout","N","Mark Teixeira","2012-06-25"
"Groundout","N","Robinson Cano","2012-06-25"
"Strikeout","Y","Asdrubal Cabrera","2012-06-25"
"Groundout","Y","Jason Kipnis","2012-06-25"
"Strikeout","Y","Carlos Santana","2012-06-25"
"Strikeout","N","Nick Swisher","2012-06-25"
"Groundout","N","Raul Ibanez","2012-06-25"
"Walk","N","Eric Chavez","2012-06-25"
"Triple","N","Dewayne Wise","2012-06-25"
"Triple","N","DeWayne Wise","2012-06-25"
"Strikeout","N","Chris Stewart","2012-06-25"
"Groundout","Y","Michael Brantley","2012-06-25"
"Double","Y","Johnny Damon","2012-06-25"
"Groundout","Y","Casey Kotchman","2012-06-25"
"Strikeout","Y","Jack Hannahan","2012-06-25"
"Single","N","Derek Jeter","2012-06-25"
"Strikeout","N","Curtis Granderson","2012-06-25"
"Hit By Pitch","N","Mark Teixeira","2012-06-25"
"Grounded Into DP","N","Robinson Cano","2012-06-25"
"Single","Y","Lonnie Chisenhall","2012-06-25"
"Double","Y","Shin-Soo Choo","2012-06-25"
"Lineout","Y","Asdrubal Cabrera","2012-06-25"
"Sac Fly","Y","Jason Kipnis","2012-06-25"
"Flyout","Y","Carlos Santana","2012-06-25"
"Strikeout","N","Nick Swisher","2012-06-25"
"Groundout","N","Raul Ibanez","2012-06-25"
"Groundout","N","Eric Chavez","2012-06-25"
"Strikeout","Y","Aaron Cunningham","2012-06-25"
"Groundout","Y","Johnny Damon","2012-06-25"
"Groundout","Y","Casey Kotchman","2012-06-25"
"Double","Y","Austin Jackson","2012-06-25"
"Single","Y","Quintin Berry","2012-06-25"
"Double","Y","Miguel Cabrera","2012-06-25"
"Groundout","Y","Prince Fielder","2012-06-25"
"Single","Y","Delmon Young","2012-06-25"
"Groundout","Y","Brennan Boesch","2012-06-25"
"Double","Y","Jhonny Peralta","2012-06-25"
"Single","Y","Ramon Santiago","2012-06-25"
"Single","Y","Gerald Laird","2012-06-25"
"Flyout","Y","Austin Jackson","2012-06-25"
"Single","N","Ian Kinsler","2012-06-25"
"Strikeout","N","Elvis Andrus","2012-06-25"
"Walk","N","Josh Hamilton","2012-06-25"
"Strikeout","N","Adrian Beltre","2012-06-25"
"Groundout","N","Michael Young","2012-06-25"
"Walk","Y","Quintin Berry","2012-06-25"
"Single","Y","Miguel Cabrera","2012-06-25"
"Sac Fly","Y","Prince Fielder","2012-06-25"
"Strikeout","Y","Delmon Young","2012-06-25"
"Strikeout","Y","Brennan Boesch","2012-06-25"
"Groundout","N","Nelson Cruz","2012-06-25"
"Pop Out","N","David Murphy","2012-06-25"
"Single","N","Mike Napoli","2012-06-25"
"Forceout","N","Leonys Martin","2012-06-25"
"Lineout","Y","Jhonny Peralta","2012-06-25"
"Groundout","Y","Ramon Santiago","2012-06-25"
"Lineout","Y","Gerald Laird","2012-06-25"
"Strikeout","N","Ian Kinsler","2012-06-25"
"Strikeout","N","Elvis Andrus","2012-06-25"
"Lineout","N","Josh Hamilton","2012-06-25"
"Flyout","Y","Austin Jackson","2012-06-25"
"Field Error","Y","Quintin Berry","2012-06-25"
"Grounded Into DP","Y","Miguel Cabrera","2012-06-25"
"Single","N","Adrian Beltre","2012-06-25"
"Lineout","N","Michael Young","2012-06-25"
"Strikeout","N","Nelson Cruz","2012-06-25"
"Flyout","N","David Murphy","2012-06-25"
"Double","Y","Prince Fielder","2012-06-25"
"Flyout","Y","Delmon Young","2012-06-25"
"Walk","Y","Brennan Boesch","2012-06-25"
"Groundout","Y","Jhonny Peralta","2012-06-25"
"Pop Out","Y","Ramon Santiago","2012-06-25"
"Double","N","Mike Napoli","2012-06-25"
"Fielders Choice Out","N","Leonys Martin","2012-06-25"
"Groundout","N","Ian Kinsler","2012-06-25"
"Groundout","N","Elvis Andrus","2012-06-25"
"Strikeout","Y","Gerald Laird","2012-06-25"
"Walk","Y","Austin Jackson","2012-06-25"
"Strikeout","Y","Quintin Berry","2012-06-25"
"Double","Y","Miguel Cabrera","2012-06-25"
"Strikeout","Y","Prince Fielder","2012-06-25"
"Flyout","N","Josh Hamilton","2012-06-25"
"Double","N","Adrian Beltre","2012-06-25"
"Single","N","Michael Young","2012-06-25"
"Strikeout","N","Nelson Cruz","2012-06-25"
"Walk","N","David Murphy","2012-06-25"
"Strikeout","N","Mike Napoli","2012-06-25"
"Flyout","Y","Delmon Young","2012-06-25"
"Pop Out","Y","Brennan Boesch","2012-06-25"
"Strikeout","Y","Jhonny Peralta","2012-06-25"
"Walk","N","Leonys Martin","2012-06-25"
"Flyout","N","Ian Kinsler","2012-06-25"
"Flyout","N","Elvis Andrus","2012-06-25"
"Home Run","N","Josh Hamilton","2012-06-25"
"Single","N","Adrian Beltre","2012-06-25"
"Flyout","N","Michael Young","2012-06-25"
"Pop Out","Y","Ramon Santiago","2012-06-25"
"Walk","Y","Gerald Laird","2012-06-25"
"Flyout","Y","Austin Jackson","2012-06-25"
"Flyout","Y","Quintin Berry","2012-06-25"
"Strikeout","N","Nelson Cruz","2012-06-25"
"Catcher Interference","N","David Murphy","2012-06-25"
"Strikeout","N","Mike Napoli","2012-06-25"
"Single","N","Leonys Martin","2012-06-25"
"Pop Out","N","Ian Kinsler","2012-06-25"
"Walk","Y","Miguel Cabrera","2012-06-25"
"Flyout","Y","Prince Fielder","2012-06-25"
"Flyout","Y","Delmon Young","2012-06-25"
"Flyout","Y","Don Kelly","2012-06-25"
"Single","N","Elvis Andrus","2012-06-25"
"Strikeout","N","Josh Hamilton","2012-06-25"
"Flyout","N","Adrian Beltre","2012-06-25"
"Groundout","N","Michael Young","2012-06-25"
"Walk","Y","Devaris Gordon","2012-06-25"
"Walk","Y","Dee Gordon","2012-06-25"
"Grounded Into DP","Y","Elian Herrera","2012-06-25"
"Groundout","Y","Andre Ethier","2012-06-25"
"Groundout","N","Gregor Blanco","2012-06-25"
"Single","N","Ryan Theriot","2012-06-25"
"Single","N","Melky Cabrera","2012-06-25"
"Double","N","Angel Pagan","2012-06-25"
"Double","N","Pablo Sandoval","2012-06-25"
"Groundout","N","Brandon Belt","2012-06-25"
"Single","N","Hector Sanchez","2012-06-25"
"Groundout","N","Brandon Crawford","2012-06-25"
"Walk","Y","Juan Rivera","2012-06-25"
"Strikeout","Y","Jerry Hairston","2012-06-25"
"Strikeout","Y","Jerry HairstonJr.","2012-06-25"
"Walk","Y","A.J. Ellis","2012-06-25"
"Flyout","Y","Juan Uribe","2012-06-25"
"Pop Out","Y","Tony Gwynn","2012-06-25"
"Pop Out","Y","Tony GwynnJr.","2012-06-25"
"Walk","N","Barry Zito","2012-06-25"
"Single","N","Gregor Blanco","2012-06-25"
"Forceout","N","Ryan Theriot","2012-06-25"
"Single","N","Melky Cabrera","2012-06-25"
"Single","N","Angel Pagan","2012-06-25"
"Sac Fly","N","Pablo Sandoval","2012-06-25"
"Pop Out","N","Brandon Belt","2012-06-25"
"Strikeout","Y","Nathan Eovaldi","2012-06-25"
"Single","Y","Devaris Gordon","2012-06-25"
"Single","Y","Dee Gordon","2012-06-25"
"Pop Out","Y","Elian Herrera","2012-06-25"
"Lineout","Y","Andre Ethier","2012-06-25"
"Groundout","N","Hector Sanchez","2012-06-25"
"Groundout","N","Brandon Crawford","2012-06-25"
"Strikeout","N","Barry Zito","2012-06-25"
"Flyout","Y","Juan Rivera","2012-06-25"
"Groundout","Y","Jerry Hairston","2012-06-25"
"Groundout","Y","Jerry HairstonJr.","2012-06-25"
"Strikeout","Y","A.J. Ellis","2012-06-25"
"Lineout","N","Gregor Blanco","2012-06-25"
"Groundout","N","Ryan Theriot","2012-06-25"
"Lineout","N","Melky Cabrera","2012-06-25"
"Flyout","Y","Juan Uribe","2012-06-25"
"Flyout","Y","Tony Gwynn","2012-06-25"
"Flyout","Y","Tony GwynnJr.","2012-06-25"
"Strikeout","Y","Nathan Eovaldi","2012-06-25"
"Groundout","N","Angel Pagan","2012-06-25"
"Double","N","Pablo Sandoval","2012-06-25"
"Groundout","N","Brandon Belt","2012-06-25"
"Double","N","Hector Sanchez","2012-06-25"
"Pop Out","N","Brandon Crawford","2012-06-25"
"Groundout","Y","Devaris Gordon","2012-06-25"
"Groundout","Y","Dee Gordon","2012-06-25"
"Lineout","Y","Elian Herrera","2012-06-25"
"Hit By Pitch","Y","Andre Ethier","2012-06-25"
"Groundout","Y","Juan Rivera","2012-06-25"
"Groundout","N","Barry Zito","2012-06-25"
"Single","N","Gregor Blanco","2012-06-25"
"Flyout","N","Ryan Theriot","2012-06-25"
"Groundout","N","Melky Cabrera","2012-06-25"
"Single","Y","Jerry Hairston","2012-06-25"
"Single","Y","Jerry HairstonJr.","2012-06-25"
"Single","Y","A.J. Ellis","2012-06-25"
"Flyout","Y","Juan Uribe","2012-06-25"
"Flyout","Y","Tony Gwynn","2012-06-25"
"Flyout","Y","Tony GwynnJr.","2012-06-25"
"Flyout","Y","James Loney","2012-06-25"
"Walk","N","Angel Pagan","2012-06-25"
"Single","N","Pablo Sandoval","2012-06-25"
"Strikeout","N","Brandon Belt","2012-06-25"
"Strikeout","N","Hector Sanchez","2012-06-25"
"Single","N","Brandon Crawford","2012-06-25"
"Flyout","N","Nate Schierholtz","2012-06-25"
"Single","Y","Devaris Gordon","2012-06-25"
"Single","Y","Dee Gordon","2012-06-25"
"Flyout","Y","Elian Herrera","2012-06-25"
"Flyout","Y","Adam Kennedy","2012-06-25"
"Walk","Y","Juan Rivera","2012-06-25"
"Strikeout","Y","Jerry Hairston","2012-06-25"
"Strikeout","Y","Jerry HairstonJr.","2012-06-25"
"Walk","N","Gregor Blanco","2012-06-25"
"Forceout","N","Ryan Theriot","2012-06-25"
"Strikeout","N","Melky Cabrera","2012-06-25"
"Strikeout","N","Angel Pagan","2012-06-25"
"Strikeout","Y","A.J. Ellis","2012-06-25"
"Groundout","Y","Juan Uribe","2012-06-25"
"Double","Y","Tony Gwynn","2012-06-25"
"Double","Y","Tony GwynnJr.","2012-06-25"
"Groundout","Y","James Loney","2012-06-25"
"Walk","Y","Norichika Aoki","2012-06-25"
"Single","Y","Nyjer Morgan","2012-06-25"
"Strikeout","Y","Ryan Braun","2012-06-25"
"Flyout","Y","Aramis Ramirez","2012-06-25"
"Strikeout","Y","Corey Hart","2012-06-25"
"Pop Out","N","Zack Cozart","2012-06-25"
"Pop Out","N","Zachary Cozart","2012-06-25"
"Pop Out","N","Zach Cozart","2012-06-25"
"Walk","N","Drew Stubbs","2012-06-25"
"Double Play","N","Joey Votto","2012-06-25"
"Strikeout","Y","Rickie Weeks","2012-06-25"
"Strikeout","Y","Martin Maldonado","2012-06-25"
"Groundout","Y","Cesar Izturis","2012-06-25"
"Lineout","N","Brandon Phillips","2012-06-25"
"Flyout","N","Jay Bruce","2012-06-25"
"Strikeout","N","Scott Rolen","2012-06-25"
"Strikeout","Y","Yovani Gallardo","2012-06-25"
"Bunt Groundout","Y","Norichika Aoki","2012-06-25"
"Strikeout","Y","Nyjer Morgan","2012-06-25"
"Groundout","N","Ryan Ludwick","2012-06-25"
"Double","N","Ryan Hanigan","2012-06-25"
"Single","N","Mat Latos","2012-06-25"
"Grounded Into DP","N","Zack Cozart","2012-06-25"
"Grounded Into DP","N","Zachary Cozart","2012-06-25"
"Grounded Into DP","N","Zach Cozart","2012-06-25"
"Groundout","Y","Ryan Braun","2012-06-25"
"Flyout","Y","Aramis Ramirez","2012-06-25"
"Flyout","Y","Corey Hart","2012-06-25"
"Double","N","Drew Stubbs","2012-06-25"
"Walk","N","Joey Votto","2012-06-25"
"Sac Bunt","N","Brandon Phillips","2012-06-25"
"Double","N","Jay Bruce","2012-06-25"
"Strikeout","N","Scott Rolen","2012-06-25"
"Walk","N","Ryan Ludwick","2012-06-25"
"Groundout","N","Ryan Hanigan","2012-06-25"
"Strikeout","Y","Rickie Weeks","2012-06-25"
"Single","Y","Martin Maldonado","2012-06-25"
"Pop Out","Y","Cesar Izturis","2012-06-25"
"Groundout","Y","Yovani Gallardo","2012-06-25"
"Strikeout","N","Mat Latos","2012-06-25"
"Walk","N","Zack Cozart","2012-06-25"
"Walk","N","Zachary Cozart","2012-06-25"
"Walk","N","Zach Cozart","2012-06-25"
"Strikeout","N","Drew Stubbs","2012-06-25"
"Groundout","N","Joey Votto","2012-06-25"
"Home Run","Y","Norichika Aoki","2012-06-25"
"Groundout","Y","Nyjer Morgan","2012-06-25"
"Strikeout","Y","Ryan Braun","2012-06-25"
"Strikeout","Y","Aramis Ramirez","2012-06-25"
"Lineout","N","Brandon Phillips","2012-06-25"
"Flyout","N","Jay Bruce","2012-06-25"
"Strikeout","N","Scott Rolen","2012-06-25"
"Strikeout","Y","Corey Hart","2012-06-25"
"Double","Y","Rickie Weeks","2012-06-25"
"Strikeout","Y","Martin Maldonado","2012-06-25"
"Walk","Y","George Kottaras","2012-06-25"
"Groundout","Y","Travis Ishikawa","2012-06-25"
"Groundout","N","Ryan Ludwick","2012-06-25"
"Flyout","N","Ryan Hanigan","2012-06-25"
"Single","N","Mat Latos","2012-06-25"
"Strikeout","N","Zack Cozart","2012-06-25"
"Strikeout","N","Zachary Cozart","2012-06-25"
"Strikeout","N","Zach Cozart","2012-06-25"
"Flyout","Y","Norichika Aoki","2012-06-25"
"Groundout","Y","Nyjer Morgan","2012-06-25"
"Strikeout","Y","Ryan Braun","2012-06-25"
"Single","N","Drew Stubbs","2012-06-25"
"Strikeout","N","Joey Votto","2012-06-25"
"Double","N","Brandon Phillips","2012-06-25"
"Groundout","N","Jay Bruce","2012-06-25"
"Strikeout","N","Scott Rolen","2012-06-25"
"Groundout","Y","Aramis Ramirez","2012-06-25"
"Flyout","Y","Corey Hart","2012-06-25"
"Strikeout","Y","Rickie Weeks","2012-06-25"
"Pop Out","Y","Andres Torres","2012-06-25"
"Pop Out","Y","Ruben Tejada","2012-06-25"
"Flyout","Y","David Wright","2012-06-25"
"Strikeout","N","Reed Johnson","2012-06-25"
"Groundout","N","Darwin Barney","2012-06-25"
"Walk","N","Starlin Castro","2012-06-25"
"Single","N","Alfonso Soriano","2012-06-25"
"Lineout","N","Jeff Baker","2012-06-25"
"Groundout","Y","Scott Hairston","2012-06-25"
"Flyout","Y","Lucas Duda","2012-06-25"
"Double","Y","Ronny Cedeno","2012-06-25"
"Groundout","Y","Ike Davis","2012-06-25"
"Groundout","N","Geovany Soto","2012-06-25"
"Flyout","N","Joe Mather","2012-06-25"
"Double","N","Luis Valbuena","2012-06-25"
"Strikeout","N","Travis Wood","2012-06-25"
"Strikeout","Y","Mike Nickeas","2012-06-25"
"Groundout","Y","Johan Santana","2012-06-25"
"Walk","Y","Andres Torres","2012-06-25"
"Groundout","Y","Ruben Tejada","2012-06-25"
"Groundout","N","Reed Johnson","2012-06-25"
"Flyout","N","Darwin Barney","2012-06-25"
"Strikeout","N","Starlin Castro","2012-06-25"
"Flyout","Y","David Wright","2012-06-25"
"Groundout","Y","Scott Hairston","2012-06-25"
"Strikeout","Y","Lucas Duda","2012-06-25"
"Strikeout","N","Alfonso Soriano","2012-06-25"
"Lineout","N","Jeff Baker","2012-06-25"
"Walk","N","Geovany Soto","2012-06-25"
"Home Run","N","Joe Mather","2012-06-25"
"Groundout","N","Luis Valbuena","2012-06-25"
"Strikeout","Y","Ronny Cedeno","2012-06-25"
"Strikeout","Y","Ike Davis","2012-06-25"
"Double","Y","Mike Nickeas","2012-06-25"
"Groundout","Y","Johan Santana","2012-06-25"
"Strikeout","N","Travis Wood","2012-06-25"
"Groundout","N","Reed Johnson","2012-06-25"
"Pop Out","N","Darwin Barney","2012-06-25"
"Groundout","Y","Andres Torres","2012-06-25"
"Strikeout","Y","Ruben Tejada","2012-06-25"
"Single","Y","David Wright","2012-06-25"
"Pop Out","Y","Scott Hairston","2012-06-25"
"Pop Out","N","Starlin Castro","2012-06-25"
"Single","N","Alfonso Soriano","2012-06-25"
"Double","N","Jeff Baker","2012-06-25"
"Strikeout","N","Geovany Soto","2012-06-25"
"Intent Walk","N","Joe Mather","2012-06-25"
"Groundout","N","Luis Valbuena","2012-06-25"
"Lineout","Y","Lucas Duda","2012-06-25"
"Single","Y","Ronny Cedeno","2012-06-25"
"Strikeout","Y","Ike Davis","2012-06-25"
"Single","Y","Mike Nickeas","2012-06-25"
"Flyout","Y","Justin Turner","2012-06-25"
"Field Error","N","Adrian Cardenas","2012-06-25"
"Strikeout","N","Reed Johnson","2012-06-25"
"Field Error","N","Darwin Barney","2012-06-25"
"Field Error","N","Starlin Castro","2012-06-25"
"Walk","N","Alfonso Soriano","2012-06-25"
"Single","N","Jeff Baker","2012-06-25"
"Single","N","Jeff Baker","2012-06-25"
"Groundout","N","Geovany Soto","2012-06-25"
"Groundout","N","Geovany Soto","2012-06-25"
"Groundout","N","Joe Mather","2012-06-25"
"Groundout","N","Joe Mather","2012-06-25"
"Strikeout","Y","Kirk Nieuwenhuis","2012-06-25"
"Field Error","Y","Ruben Tejada","2012-06-25"
"Groundout","Y","David Wright","2012-06-25"
"Flyout","Y","Scott Hairston","2012-06-25"
"Groundout","N","Luis Valbuena","2012-06-25"
"Strikeout","N","Bryan LaHair","2012-06-25"
"Triple","N","Reed Johnson","2012-06-25"
"Groundout","N","Darwin Barney","2012-06-25"
"Pop Out","Y","Lucas Duda","2012-06-25"
"Strikeout","Y","Ronny Cedeno","2012-06-25"
"Home Run","Y","Ike Davis","2012-06-25"
"Groundout","Y","Mike Nickeas","2012-06-25"
"Strikeout","Y","Coco Crisp","2012-06-25"
"Strikeout","Y","Jemile Weeks","2012-06-25"
"Strikeout","Y","Josh Reddick","2012-06-25"
"Flyout","N","Ichiro Suzuki","2012-06-25"
"Flyout","N","Ichiro Suzuki","2012-06-25"
"Single","N","Franklin Gutierrez","2012-06-25"
"Single","N","Franklin Gutierrez","2012-06-25"
"Strikeout","N","Kyle Seager","2012-06-25"
"Strikeout","N","Kyle Seager","2012-06-25"
"Single","N","Jesus Montero","2012-06-25"
"Single","N","Jesus Montero","2012-06-25"
"Groundout","N","Justin Smoak","2012-06-25"
"Groundout","N","Justin Smoak","2012-06-25"
"Pop Out","Y","Yoenis Cespedes","2012-06-25"
"Home Run","Y","Seth Smith","2012-06-25"
"Groundout","Y","Brandon Inge","2012-06-25"
"Strikeout","Y","Brandon Moss","2012-06-25"
"Flyout","N","Michael Saunders","2012-06-25"
"Flyout","N","Michael Saunders","2012-06-25"
"Strikeout","N","Miguel Olivo","2012-06-25"
"Strikeout","N","Miguel Olivo","2012-06-25"
"Single","N","Dustin Ackley","2012-06-25"
"Single","N","Dustin Ackley","2012-06-25"
"Pop Out","N","Brendan Ryan","2012-06-25"
"Pop Out","N","Brendan Ryan","2012-06-25"
"Groundout","Y","Kurt Suzuki","2012-06-25"
"Strikeout","Y","Cliff Pennington","2012-06-25"
"Flyout","Y","Coco Crisp","2012-06-25"
"Single","N","Ichiro Suzuki","2012-06-25"
"Single","N","Ichiro Suzuki","2012-06-25"
"Grounded Into DP","N","Franklin Gutierrez","2012-06-25"
"Grounded Into DP","N","Franklin Gutierrez","2012-06-25"
"Flyout","N","Kyle Seager","2012-06-25"
"Flyout","N","Kyle Seager","2012-06-25"
"Groundout","Y","Jemile Weeks","2012-06-25"
"Walk","Y","Josh Reddick","2012-06-25"
"Grounded Into DP","Y","Yoenis Cespedes","2012-06-25"
"Single","N","Jesus Montero","2012-06-25"
"Single","N","Jesus Montero","2012-06-25"
"Forceout","N","Justin Smoak","2012-06-25"
"Forceout","N","Justin Smoak","2012-06-25"
"Single","N","Michael Saunders","2012-06-25"
"Single","N","Michael Saunders","2012-06-25"
"Grounded Into DP","N","Miguel Olivo","2012-06-25"
"Grounded Into DP","N","Miguel Olivo","2012-06-25"
"Pop Out","Y","Seth Smith","2012-06-25"
"Flyout","Y","Brandon Inge","2012-06-25"
"Single","Y","Brandon Moss","2012-06-25"
"Forceout","Y","Kurt Suzuki","2012-06-25"
"Pop Out","N","Dustin Ackley","2012-06-25"
"Pop Out","N","Dustin Ackley","2012-06-25"
"Strikeout","N","Brendan Ryan","2012-06-25"
"Strikeout","N","Brendan Ryan","2012-06-25"
"Groundout","N","Ichiro Suzuki","2012-06-25"
"Groundout","N","Ichiro Suzuki","2012-06-25"
"Strikeout","Y","Cliff Pennington","2012-06-25"
"Flyout","Y","Coco Crisp","2012-06-25"
"Strikeout","Y","Jemile Weeks","2012-06-25"
"Groundout","N","Franklin Gutierrez","2012-06-25"
"Groundout","N","Franklin Gutierrez","2012-06-25"
"Flyout","N","Kyle Seager","2012-06-25"
"Flyout","N","Kyle Seager","2012-06-25"
"Strikeout","N","Jesus Montero","2012-06-25"
"Strikeout","N","Jesus Montero","2012-06-25"
"Strikeout","Y","Josh Reddick","2012-06-25"
"Strikeout","Y","Yoenis Cespedes","2012-06-25"
"Strikeout","Y","Seth Smith","2012-06-25"
"Flyout","N","Justin Smoak","2012-06-25"
"Flyout","N","Justin Smoak","2012-06-25"
"Strikeout","N","Michael Saunders","2012-06-25"
"Strikeout","N","Michael Saunders","2012-06-25"
"Single","N","Miguel Olivo","2012-06-25"
"Single","N","Miguel Olivo","2012-06-25"
"Groundout","N","Dustin Ackley","2012-06-25"
"Groundout","N","Dustin Ackley","2012-06-25"
"Single","Y","Brandon Inge","2012-06-25"
"Grounded Into DP","Y","Brandon Moss","2012-06-25"
"Groundout","Y","Kurt Suzuki","2012-06-25"
"Strikeout","N","John Jaso","2012-06-25"
"Groundout","N","Ichiro Suzuki","2012-06-25"
"Flyout","N","Franklin Gutierrez","2012-06-25"
"Flyout","Y","Cliff Pennington","2012-06-25"
"Flyout","Y","Coco Crisp","2012-06-25"
"Strikeout","Y","Jemile Weeks","2012-06-25"
"Strikeout","N","Kyle Seager","2012-06-25"
"Strikeout","N","Jesus Montero","2012-06-25"
"Walk","N","Justin Smoak","2012-06-25"
"Groundout","N","Michael Saunders","2012-06-25"
"Groundout","Y","Alex Presley","2012-06-25"
"Strikeout","Y","Jose Tabata","2012-06-25"
"Field Error","Y","Andrew McCutchen","2012-06-25"
"Walk","Y","Garrett Jones","2012-06-25"
"Groundout","Y","Neil Walker","2012-06-25"
"Double","N","Jimmy Rollins","2012-06-25"
"Sac Bunt","N","Juan Pierre","2012-06-25"
"Single","N","Hunter Pence","2012-06-25"
"Single","N","Carlos Ruiz","2012-06-25"
"Single","N","Shane Victorino","2012-06-25"
"Single","N","Placido Polanco","2012-06-25"
"Strikeout","N","Ty Wigginton","2012-06-25"
"Strikeout","N","Mike Fontenot","2012-06-25"
"Single","Y","Pedro Alvarez","2012-06-25"
"Single","Y","Michael McKenry","2012-06-25"
"Grounded Into DP","Y","Clint Barmes","2012-06-25"
"Strikeout","Y","Jeff Karstens","2012-06-25"
"Strikeout","N","Joe Blanton","2012-06-25"
"Groundout","N","Jimmy Rollins","2012-06-25"
"Groundout","N","Juan Pierre","2012-06-25"
"Strikeout","Y","Alex Presley","2012-06-25"
"Home Run","Y","Jose Tabata","2012-06-25"
"Strikeout","Y","Andrew McCutchen","2012-06-25"
"Flyout","Y","Garrett Jones","2012-06-25"
"Groundout","N","Hunter Pence","2012-06-25"
"Single","N","Carlos Ruiz","2012-06-25"
"Groundout","N","Shane Victorino","2012-06-25"
"Single","N","Placido Polanco","2012-06-25"
"Forceout","N","Ty Wigginton","2012-06-25"
"Double","Y","Neil Walker","2012-06-25"
"Strikeout","Y","Pedro Alvarez","2012-06-25"
"Strikeout","Y","Michael McKenry","2012-06-25"
"Single","Y","Clint Barmes","2012-06-25"
"Strikeout","Y","Jeff Karstens","2012-06-25"
"Single","N","Mike Fontenot","2012-06-25"
"Bunt Pop Out","N","Joe Blanton","2012-06-25"
"Home Run","N","Jimmy Rollins","2012-06-25"
"Flyout","N","Juan Pierre","2012-06-25"
"Single","N","Hunter Pence","2012-06-25"
"Strikeout","N","Carlos Ruiz","2012-06-25"
"Flyout","Y","Alex Presley","2012-06-25"
"Field Error","Y","Jose Tabata","2012-06-25"
"Single","Y","Andrew McCutchen","2012-06-25"
"Forceout","Y","Garrett Jones","2012-06-25"
"Strikeout","Y","Neil Walker","2012-06-25"
"Groundout","N","Shane Victorino","2012-06-25"
"Flyout","N","Placido Polanco","2012-06-25"
"Field Error","N","Ty Wigginton","2012-06-25"
"Single","N","Mike Fontenot","2012-06-25"
"Groundout","N","Joe Blanton","2012-06-25"
"Single","Y","Pedro Alvarez","2012-06-25"
"Flyout","Y","Michael McKenry","2012-06-25"
"Pop Out","Y","Clint Barmes","2012-06-25"
"Flyout","Y","Matt Hague","2012-06-25"
"Groundout","N","Jimmy Rollins","2012-06-25"
"Groundout","N","Jimmy Rollins","2012-06-25"
"Groundout","N","Juan Pierre","2012-06-25"
"Groundout","N","Juan Pierre","2012-06-25"
"Groundout","N","Hunter Pence","2012-06-25"
"Groundout","N","Hunter Pence","2012-06-25"
"Groundout","Y","Alex Presley","2012-06-25"
"Lineout","Y","Jose Tabata","2012-06-25"
"Groundout","Y","Andrew McCutchen","2012-06-25"
"Single","N","Carlos Ruiz","2012-06-25"
"Single","N","Carlos Ruiz","2012-06-25"
"Walk","N","Shane Victorino","2012-06-25"
"Walk","N","Shane Victorino","2012-06-25"
"Walk","N","Placido Polanco","2012-06-25"
"Walk","N","Placido Polanco","2012-06-25"
"Walk","N","Ty Wigginton","2012-06-25"
"Walk","N","Ty Wigginton","2012-06-25"
"Strikeout","N","Mike Fontenot","2012-06-25"
"Strikeout","N","Mike Fontenot","2012-06-25"
"Strikeout","N","Hector Luna","2012-06-25"
"Strikeout","N","Hector Luna","2012-06-25"
"Strikeout","N","Jimmy Rollins","2012-06-25"
"Strikeout","N","Jimmy Rollins","2012-06-25"
"Walk","Y","Garrett Jones","2012-06-25"
"Grounded Into DP","Y","Neil Walker","2012-06-25"
"Strikeout","Y","Pedro Alvarez","2012-06-25"
"Strikeout","N","John Mayberry","2012-06-25"
"Strikeout","N","John MayberryJr.","2012-06-25"
"Groundout","N","Hunter Pence","2012-06-25"
"Lineout","N","Carlos Ruiz","2012-06-25"
"Single","Y","Michael McKenry","2012-06-25"
"Grounded Into DP","Y","Clint Barmes","2012-06-25"
"Groundout","Y","Casey McGehee","2012-06-25"
"Flyout","Y","Chris Denorfia","2012-06-25"
"Groundout","Y","Cameron Maybin","2012-06-25"
"Groundout","Y","Chase Headley","2012-06-25"
"Home Run","N","Brian Bixler","2012-06-25"
"Pop Out","N","Jed Lowrie","2012-06-25"
"Home Run","N","Carlos Lee","2012-06-25"
"Strikeout","N","Brian Bogusevic","2012-06-25"
"Strikeout","N","Chris Johnson","2012-06-25"
"Groundout","Y","Carlos Quentin","2012-06-25"
"Single","Y","Jesus Guzman","2012-06-25"
"Single","Y","Logan Forsythe","2012-06-25"
"Single","Y","Everth Cabrera","2012-06-25"
"Double","Y","Nick Hundley","2012-06-25"
"Flyout","Y","Ross Ohlendorf","2012-06-25"
"Single","Y","Chris Denorfia","2012-06-25"
"Strikeout","Y","Cameron Maybin","2012-06-25"
"Double","N","Jason Castro","2012-06-25"
"Single","N","J.D. Martinez","2012-06-25"
"Single","N","Jordan Schafer","2012-06-25"
"Sac Bunt","N","Wandy Rodriguez","2012-06-25"
"Strikeout","N","Brian Bixler","2012-06-25"
"Walk","N","Jed Lowrie","2012-06-25"
"Flyout","N","Carlos Lee","2012-06-25"
"Strikeout","Y","Chase Headley","2012-06-25"
"Single","Y","Carlos Quentin","2012-06-25"
"Groundout","Y","Jesus Guzman","2012-06-25"
"Single","Y","Logan Forsythe","2012-06-25"
"Groundout","Y","Everth Cabrera","2012-06-25"
"Groundout","N","Brian Bogusevic","2012-06-25"
"Walk","N","Chris Johnson","2012-06-25"
